iter	Passed	Remaining
406	6417	33001
407	6433	32985
408	6450	32976
409	6465	32960
410	6479	32935
411	6494	32914
412	6510	32899
413	6523	32869
414	6538	32848
415	6553	32832
416	6569	32816
417	6585	32800
418	6597	32769
419	6611	32742
420	6626	32722
421	6640	32697
422	6653	32667
423	6667	32644
424	6681	32621
425	6695	32595
426	6708	32570
427	6723	32550
428	6738	32528
429	6752	32506
430	6766	32481
431	6782	32467
432	6797	32446
433	6812	32431
434	6838	32464
435	6851	32436
436	6865	32413
437	6881	32396
438	6897	32382
439	6911	32357
440	6925	32333
441	6940	32314
442	6952	32280
443	6965	32253
444	6978	32228
445	6993	32208
446	7007	32183
447	7020	32154
448	7033	32128
449	7048	32111
450	7064	32093
451	7080	32079
452	7093	32055
453	7107	32030
454	7120	32005
455	7137	31994
456	7153	31978
457	7169	31964
458	7186	31954
459	7202	31941
460	7217	31921
461	7230	31896
462	7243	31867
463	7258	31848
464	7272	31824
465	7285	31798
466	7298	31773
467	7310	31741
468	7323	31716
469	7338	31696
470	7349	31660
471	7361	31631
472	7374	31603
473	7388	31580
474	7400	31549
475	7412	31519
476	7425	31493
477	7440	31472
478	7453	31448
479	7465	31417
480	7478	31392
481	7492	31367
482	7505	31342
483	7520	31324
484	7532	31295
485	7544	31263
486	7557	31240
487	7572	31221
488	7582	31182
489	7593	31147
490	7606	31125
491	7620	31100
492	7633	31075
493	7646	31050
494	7658	31019
495	7672	30998
496	7685	30974
497	7700	30956
498	7712	30927
499	7725	30900
500	7740	30885
501	7757	30875
502	7771	30852
503	7785	30834
504	7797	30803
505	7812	30784
506	7824	30758
507	7835	30726
508	7851	30712
509	7866	30696
510	7878	30665
511	7889	30632
512	7907	30628
513	7926	30627
514	7944	30621
515	7960	30607
516	7980	30611
517	8001	30615
518	8021	30616
519	8040	30614
520	8058	30608
521	8076	30604
522	8095	30602
523	8114	30600
524	8133	30596
525	8146	30574
526	8161	30554
527	8177	30540
528	8193	30527
529	8209	30513
530	8223	30494
531	8238	30476
532	8256	30469
533	8266	30435
534	8281	30418
535	8293	30389
536	8306	30364
537	8317	30334
538	8334	30321
539	8348	30301
540	8362	30282
541	8377	30265
542	8393	30249
543	8406	30226
544	8422	30212
545	8439	30203
546	8451	30175
547	8466	30156
548	8480	30138
549	8495	30118
550	8510	30103
551	8523	30079
552	8536	30055
553	8550	30033
554	8563	30010
555	8577	29989
556	8589	29963
557	8604	29944
558	8618	29925
559	8632	29906
560	8644	29878
561	8657	29854
562	8671	29834
563	8683	29808
564	8695	29779
565	8708	29757
566	8722	29737
567	8737	29719
568	8752	29703
569	8765	29681
570	8782	29668
571	8800	29663
572	8820	29664
573	8836	29649
574	8847	29621
575	8858	29588
576	8872	29569
577	8885	29547
578	8900	29528
579	8912	29504
580	8930	29496
581	8945	29481
582	8959	29461
583	8972	29435
584	8982	29404
585	8992	29372
586	9003	29341
587	9012	29306
588	9023	29277
589	9033	29243
590	9042	29208
591	9052	29174
592	9061	29139
593	9070	29106
594	9080	29072
595	9090	29041
596	9100	29007
597	9109	28972
598	9118	28939
599	9128	28906
600	9139	28877
601	9149	28845
602	9159	28813
603	9169	28784
604	9179	28752
605	9189	28721
606	9199	28689
607	9208	28654
608	9218	28625
609	9229	28594
610	9239	28563
611	9249	28535
612	9259	28504
613	9271	28477
614	9281	28449
615	9291	28418
616	9302	28390
617	9313	28362
618	9323	28330
619	9333	28302
620	9344	28275
621	9356	28248
622	9366	28218
623	9377	28191
624	9387	28162
625	9398	28134
626	9408	28106
627	9419	28077
628	9430	28051
629	9442	28027
630	9453	28000
631	9465	27976
632	9476	27951
633	9487	27923
634	9500	27902
635	9511	27876
636	9523	27851
637	9533	27824
638	9545	27801
639	9557	27775
640	9568	27748
641	9579	27723
642	9590	27697
643	9602	27673
644	9614	27651
645	9625	27624
646	9636	27598
647	9647	27572
648	9658	27546
649	9669	27520
650	9680	27494
651	9691	27469
652	9703	27445
653	9714	27420
654	9724	27392
655	9735	27367
656	9748	27344
657	9760	27322
658	9770	27295
659	9782	27273
660	9794	27249
661	9806	27226
662	9817	27202
663	9829	27180
664	9841	27156
665	9853	27133
666	9865	27111
667	9877	27090
668	9890	27068
669	9901	27044
670	9913	27020
671	9925	26999
672	9936	26975
673	9948	26952
674	9959	26927
675	9971	26904
676	9981	26878
677	9993	26855
678	10004	26830
679	10015	26805
680	10026	26780
681	10036	26754
682	10048	26731
683	10058	26705
684	10069	26679
685	10079	26654
686	10091	26630
687	10102	26608
688	10114	26584
689	10125	26560
690	10135	26535
691	10147	26512
692	10158	26489
693	10169	26462
694	10179	26438
695	10190	26414
696	10202	26391
697	10213	26366
698	10223	26342
699	10234	26318
700	10246	26295
701	10257	26272
702	10269	26249
703	10280	26226
704	10291	26203
705	10303	26181
706	10314	26158
707	10326	26136
708	10337	26113
709	10349	26093
710	10360	26068
711	10371	26044
712	10382	26022
713	10393	25997
714	10404	25974
715	10416	25954
716	10428	25932
717	10439	25908
718	10450	25887
719	10461	25864
720	10473	25841
721	10484	25819
722	10495	25797
723	10507	25775
724	10518	25751
725	10529	25730
726	10541	25708
727	10552	25686
728	10564	25663
729	10577	25647
730	10591	25631
731	10605	25616
732	10619	25599
733	10631	25579
734	10645	25562
735	10656	25541
736	10667	25517
737	10678	25495
738	10689	25472
739	10701	25452
740	10712	25430
741	10724	25408
742	10735	25386
743	10747	25367
744	10759	25346
745	10771	25326
746	10782	25304
747	10794	25283
748	10805	25260
749	10817	25240
750	10829	25220
751	10840	25197
752	10851	25176
753	10863	25156
754	10877	25140
755	10888	25118
756	10899	25097
757	10911	25075
758	10922	25053
759	10933	25032
760	10945	25011
761	10958	24993
762	10969	24973
763	10981	24952
764	10993	24931
765	11004	24911
766	11015	24889
767	11026	24867
768	11038	24848
769	11050	24827
770	11061	24806
771	11073	24785
772	11084	24764
773	11095	24742
774	11106	24721
775	11118	24701
776	11129	24679
777	11141	24659
778	11152	24637
779	11163	24616
780	11175	24597
781	11186	24576
782	11197	24554
783	11209	24534
784	11221	24515
785	11233	24495
786	11243	24472
787	11255	24453
788	11266	24432
789	11277	24410
790	11288	24390
791	11300	24370
792	11311	24349
793	11323	24330
794	11335	24309
795	11345	24287
796	11357	24267
797	11369	24248
798	11379	24226
799	11391	24206
800	11402	24185
801	11413	24164
802	11424	24143
803	11434	24121
804	11445	24100
805	11456	24079
806	11467	24057
807	11480	24041
808	11492	24021
809	11502	24000
810	11514	23979
811	11525	23959
812	11536	23939
813	11549	23920
814	11561	23903
815	11572	23883
816	11584	23863
817	11595	23843
818	11607	23823
819	11617	23802
820	11632	23788
821	11644	23771
822	11656	23752
823	11668	23732
824	11680	23715
825	11692	23696
826	11704	23677
827	11716	23658
828	11728	23641
829	11739	23620
830	11750	23600
831	11763	23582
832	11774	23562
833	11785	23542
834	11796	23522
835	11807	23502
836	11818	23481
837	11829	23461
838	11841	23442
839	11852	23423
840	11865	23406
841	11879	23392
842	11893	23377
843	11905	23358
844	11916	23339
845	11927	23319
846	11945	23312
847	11963	23306
848	11987	23311
849	12001	23296
850	12015	23282
851	12028	23266
852	12040	23248
853	12053	23231
854	12064	23212
855	12076	23193
856	12087	23174
857	12099	23155
858	12110	23136
859	12123	23118
860	12135	23100
861	12147	23082
862	12158	23063
863	12170	23044
864	12182	23026
865	12194	23008
866	12206	22990
867	12218	22973
868	12229	22954
869	12241	22934
870	12253	22917
871	12265	22900
872	12277	22881
873	12288	22862
874	12299	22842
875	12310	22821
876	12320	22801
877	12332	22782
878	12343	22763
879	12354	22742
880	12364	22722
881	12377	22705
882	12388	22685
883	12399	22666
884	12410	22647
885	12422	22629
886	12434	22611
887	12445	22593
888	12457	22575
889	12469	22557
890	12480	22537
891	12491	22518
892	12502	22499
893	12514	22480
894	12525	22461
895	12536	22442
896	12548	22424
897	12560	22406
898	12570	22386
899	12582	22369
900	12594	22350
901	12605	22332
902	12617	22314
903	12629	22297
904	12641	22279
905	12652	22261
906	12663	22242
907	12675	22223
908	12685	22203
909	12698	22186
910	12711	22171
911	12724	22156
912	12736	22138
913	12747	22120
914	12760	22103
915	12772	22087
916	12784	22069
917	12796	22051
918	12808	22034
919	12819	22016
920	12831	21999
921	12845	21984
922	12856	21966
923	12867	21947
924	12878	21928
925	12889	21909
926	12901	21892
927	12912	21873
928	12924	21856
929	12936	21838
930	12947	21820
931	12959	21802
932	12971	21786
933	12983	21768
934	12993	21748
935	13004	21730
936	13015	21711
937	13027	21694
938	13038	21675
939	13050	21657
940	13060	21638
941	13071	21619
942	13083	21601
943	13094	21583
944	13105	21565
945	13117	21548
946	13128	21529
947	13141	21513
948	13152	21496
949	13163	21477
950	13175	21460
951	13186	21442
952	13198	21424
953	13209	21406
954	13221	21390
955	13232	21371
956	13244	21353
957	13255	21335
958	13266	21317
959	13276	21297
960	13287	21279
961	13299	21261
962	13309	21243
963	13321	21225
964	13332	21208
965	13343	21189
966	13354	21170
967	13365	21153
968	13377	21135
969	13388	21118
970	13399	21100
971	13410	21082
972	13422	21064
973	13433	21046
974	13445	21029
975	13457	21013
976	13469	20996
977	13482	20981
978	13494	20964
979	13505	20947
980	13517	20930
981	13528	20912
982	13539	20894
983	13550	20876
984	13562	20860
985	13573	20842
986	13584	20824
987	13597	20808
988	13608	20791
989	13619	20772
990	13630	20755
991	13641	20737
992	13653	20721
993	13665	20703
994	13676	20686
995	13689	20670
996	13699	20652
997	13712	20637
998	13723	20620
999	13734	20602
1000	13751	20592
1001	13775	20594
1002	13792	20585
1003	13804	20568
1004	13819	20557
1005	13830	20539
1006	13841	20522
1007	13852	20504
1008	13863	20485
1009	13874	20468
1010	13884	20448
1011	13895	20430
1012	13906	20413
1013	13917	20396
1014	13929	20379
1015	13940	20362
1016	13951	20344
1017	13962	20326
1018	13974	20310
1019	13986	20294
1020	13998	20277
1021	14010	20261
1022	14021	20244
1023	14031	20225
1024	14043	20209
1025	14055	20192
1026	14066	20174
1027	14077	20157
1028	14087	20139
1029	14098	20120
1030	14109	20104
1031	14121	20087
1032	14132	20070
1033	14143	20053
1034	14155	20036
1035	14166	20019
1036	14178	20002
1037	14189	19985
1038	14201	19968
1039	14212	19951
1040	14224	19935
1041	14235	19919
1042	14247	19902
1043	14258	19884
1044	14268	19866
1045	14279	19849
1046	14290	19831
1047	14301	19814
1048	14313	19798
1049	14324	19780
1050	14336	19764
1051	14347	19748
1052	14359	19731
1053	14370	19714
1054	14381	19698
1055	14391	19679
1056	14402	19661
1057	14413	19645
1058	14425	19628
1059	14436	19611
1060	14448	19595
1061	14459	19578
1062	14470	19562
1063	14482	19545
1064	14493	19528
1065	14504	19511
1066	14515	19495
1067	14527	19478
1068	14538	19461
1069	14548	19443
1070	14560	19427
1071	14571	19410
1072	14582	19393
1073	14593	19376
1074	14603	19358
1075	14615	19342
1076	14627	19326
1077	14638	19309
1078	14649	19292
1079	14661	19277
1080	14672	19260
1081	14684	19244
1082	14696	19228
1083	14707	19212
1084	14718	19195
1085	14729	19178
1086	14740	19161
1087	14751	19144
1088	14762	19127
1089	14774	19111
1090	14785	19094
1091	14796	19077
1092	14808	19062
1093	14819	19045
1094	14830	19029
1095	14841	19012
1096	14852	18995
1097	14863	18979
1098	14874	18962
1099	14886	18946
1100	14898	18930
1101	14909	18914
1102	14920	18897
1103	14931	18880
1104	14942	18864
1105	14953	18847
1106	14964	18830
1107	14975	18813
1108	14987	18798
1109	14998	18782
1110	15010	18765
1111	15020	18749
1112	15031	18731
1113	15042	18714
1114	15053	18698
1115	15064	18682
1116	15076	18666
1117	15086	18649
1118	15098	18633
1119	15109	18617
1120	15120	18600
1121	15131	18584
1122	15142	18567
1123	15153	18550
1124	15164	18534
1125	15175	18517
1126	15186	18501
1127	15198	18485
1128	15210	18470
1129	15221	18454
1130	15232	18438
1131	15243	18421
1132	15254	18405
1133	15267	18390
1134	15278	18374
1135	15289	18358
1136	15300	18341
1137	15311	18324
1138	15322	18309
1139	15332	18291
1140	15343	18275
1141	15354	18258
1142	15365	18242
1143	15376	18226
1144	15387	18209
1145	15397	18192
1146	15408	18176
1147	15420	18160
1148	15431	18144
1149	15442	18128
1150	15452	18110
1151	15462	18093
1152	15473	18077
1153	15484	18060
1154	15495	18044
1155	15506	18028
1156	15517	18011
1157	15527	17995
1158	15538	17978
1159	15550	17963
1160	15560	17946
1161	15572	17930
1162	15583	17914
1163	15594	17898
1164	15604	17881
1165	15614	17864
1166	15625	17848
1167	15637	17832
1168	15648	17816
1169	15659	17801
1170	15670	17785
1171	15682	17769
1172	15694	17754
1173	15704	17738
1174	15715	17721
1175	15725	17705
1176	15737	17689
1177	15748	17673
1178	15759	17657
1179	15770	17641
1180	15780	17624
1181	15791	17608
1182	15802	17592
1183	15814	17577
1184	15825	17561
1185	15836	17545
1186	15847	17529
1187	15858	17513
1188	15870	17498
1189	15880	17482
1190	15892	17466
1191	15903	17450
1192	15914	17434
1193	15924	17418
1194	15935	17402
1195	15946	17386
1196	15956	17369
1197	15968	17354
1198	15979	17338
1199	15989	17321
1200	15999	17305
1201	16011	17289
1202	16021	17273
1203	16033	17258
1204	16044	17242
1205	16054	17226
1206	16065	17210
1207	16076	17194
1208	16086	17177
1209	16097	17161
1210	16108	17145
1211	16118	17129
1212	16129	17113
1213	16140	17097
1214	16151	17081
1215	16163	17067
1216	16174	17051
1217	16185	17035
1218	16195	17019
1219	16207	17004
1220	16218	16988
1221	16229	16973
1222	16240	16957
1223	16250	16941
1224	16262	16926
1225	16274	16911
1226	16285	16895
1227	16296	16880
1228	16307	16864
1229	16318	16849
1230	16329	16833
1231	16339	16817
1232	16350	16801
1233	16360	16785
1234	16371	16768
1235	16381	16752
1236	16393	16737
1237	16404	16722
1238	16415	16706
1239	16426	16691
1240	16437	16675
1241	16447	16659
1242	16458	16644
1243	16469	16628
1244	16480	16612
1245	16492	16598
1246	16503	16582
1247	16513	16566
1248	16525	16552
1249	16536	16536
1250	16547	16521
1251	16558	16505
1252	16570	16490
1253	16580	16474
1254	16592	16459
1255	16602	16444
1256	16614	16429
1257	16625	16414
1258	16637	16399
1259	16648	16383
1260	16661	16370
1261	16672	16355
1262	16684	16341
1263	16695	16325
1264	16706	16310
1265	16718	16295
1266	16728	16279
1267	16739	16264
1268	16750	16249
1269	16761	16233
1270	16771	16217
1271	16783	16202
1272	16794	16187
1273	16805	16172
1274	16816	16157
1275	16827	16141
1276	16838	16126
1277	16850	16111
1278	16861	16096
1279	16872	16081
1280	16883	16066
1281	16894	16051
1282	16905	16035
1283	16916	16020
1284	16927	16004
1285	16938	15989
1286	16949	15975
1287	16962	15961
1288	16975	15948
1289	16986	15933
1290	16998	15918
1291	17010	15904
1292	17021	15889
1293	17034	15875
1294	17046	15861
1295	17058	15847
1296	17069	15832
1297	17081	15818
1298	17094	15804
1299	17104	15789
1300	17117	15775
1301	17128	15760
1302	17140	15745
1303	17150	15730
1304	17162	15716
1305	17174	15701
1306	17185	15686
1307	17197	15672
1308	17208	15657
1309	17221	15643
1310	17233	15629
1311	17245	15615
1312	17257	15601
1313	17268	15586
1314	17281	15573
1315	17292	15558
1316	17305	15544
1317	17316	15529
1318	17328	15515
1319	17339	15500
1320	17352	15486
1321	17364	15473
1322	17376	15458
1323	17388	15444
1324	17399	15430
1325	17411	15415
1326	17423	15401
1327	17435	15387
1328	17446	15372
1329	17458	15358
1330	17470	15343
1331	17482	15330
1332	17493	15315
1333	17505	15300
1334	17517	15286
1335	17528	15271
1336	17540	15257
1337	17551	15242
1338	17563	15229
1339	17575	15214
1340	17587	15200
1341	17598	15185
1342	17610	15171
1343	17622	15157
1344	17634	15143
1345	17645	15128
1346	17657	15114
1347	17669	15099
1348	17679	15084
1349	17690	15069
1350	17700	15054
1351	17712	15039
1352	17724	15025
1353	17735	15011
1354	17747	14997
1355	17759	14982
1356	17771	14968
1357	17783	14954
1358	17793	14939
1359	17804	14924
1360	17816	14910
1361	17826	14895
1362	17838	14881
1363	17850	14867
1364	17862	14852
1365	17874	14838
1366	17885	14823
1367	17896	14809
1368	17908	14794
1369	17919	14780
1370	17930	14765
1371	17940	14750
1372	17950	14734
1373	17962	14720
1374	17973	14705
1375	17986	14692
1376	17998	14678
1377	18010	14664
1378	18022	14650
1379	18039	14641
1380	18057	14631
1381	18074	14621
1382	18089	14610
1383	18107	14600
1384	18118	14586
1385	18130	14572
1386	18142	14558
1387	18154	14544
1388	18166	14530
1389	18177	14516
1390	18189	14501
1391	18200	14487
1392	18210	14472
1393	18222	14457
1394	18233	14442
1395	18245	14428
1396	18256	14414
1397	18267	14399
1398	18279	14385
1399	18290	14371
1400	18301	14356
1401	18312	14342
1402	18323	14327
1403	18335	14312
1404	18347	14299
1405	18358	14284
1406	18370	14270
1407	18381	14256
1408	18392	14241
1409	18404	14227
1410	18415	14213
1411	18427	14198
1412	18438	14184
1413	18449	14170
1414	18463	14157
1415	18474	14142
1416	18486	14129
1417	18498	14115
1418	18509	14100
1419	18521	14087
1420	18532	14072
1421	18543	14057
1422	18554	14043
1423	18565	14028
1424	18576	14014
1425	18588	13999
1426	18599	13985
1427	18610	13970
1428	18620	13955
1429	18632	13941
1430	18644	13928
1431	18657	13914
1432	18668	13900
1433	18680	13886
1434	18691	13872
1435	18704	13859
1436	18716	13845
1437	18730	13833
1438	18743	13820
1439	18757	13807
1440	18769	13793
1441	18781	13780
1442	18792	13765
1443	18804	13751
1444	18816	13737
1445	18828	13723
1446	18841	13711
1447	18853	13697
1448	18865	13683
1449	18876	13669
1450	18888	13655
1451	18899	13641
1452	18911	13627
1453	18921	13612
1454	18932	13597
1455	18943	13583
1456	18955	13569
1457	18966	13555
1458	18977	13540
1459	18988	13526
1460	19000	13512
1461	19012	13498
1462	19023	13484
1463	19033	13469
1464	19044	13454
1465	19055	13440
1466	19065	13425
1467	19077	13411
1468	19088	13397
1469	19099	13382
1470	19110	13367
1471	19120	13353
1472	19131	13338
1473	19142	13324
1474	19154	13310
1475	19165	13296
1476	19176	13282
1477	19188	13268
1478	19199	13253
1479	19210	13239
1480	19221	13224
1481	19232	13210
1482	19243	13196
1483	19254	13182
1484	19265	13167
1485	19283	13158
1486	19295	13144
1487	19306	13130
1488	19317	13116
1489	19329	13102
1490	19340	13088
1491	19352	13074
1492	19364	13061
1493	19376	13047
1494	19388	13034
1495	19401	13020
1496	19413	13007
1497	19424	12993
1498	19436	12979
1499	19447	12965
1500	19457	12950
1501	19470	12937
1502	19481	12922
1503	19493	12909
1504	19504	12895
1505	19515	12880
1506	19528	12867
1507	19539	12853
1508	19551	12840
1509	19562	12825
1510	19574	12812
1511	19585	12798
1512	19597	12784
1513	19609	12770
1514	19621	12757
1515	19632	12742
1516	19644	12729
1517	19655	12715
1518	19665	12700
1519	19677	12686
1520	19688	12672
1521	19701	12659
1522	19713	12646
1523	19725	12632
1524	19736	12618
1525	19747	12604
1526	19759	12590
1527	19771	12577
1528	19782	12562
1529	19793	12548
1530	19805	12534
1531	19816	12521
1532	19827	12506
1533	19838	12493
1534	19852	12480
1535	19864	12467
1536	19876	12453
1537	19887	12439
1538	19899	12426
1539	19909	12411
1540	19925	12399
1541	19938	12387
1542	19950	12373
1543	19961	12359
1544	19973	12345
1545	19985	12332
1546	19997	12319
1547	20008	12305
1548	20020	12291
1549	20031	12277
1550	20042	12263
1551	20053	12249
1552	20066	12236
1553	20078	12222
1554	20089	12208
1555	20100	12194
1556	20111	12180
1557	20122	12166
1558	20134	12152
1559	20145	12138
1560	20156	12124
1561	20167	12110
1562	20178	12096
1563	20189	12082
1564	20200	12068
1565	20211	12054
1566	20222	12040
1567	20233	12026
1568	20244	12012
1569	20255	11998
1570	20267	11984
1571	20277	11970
1572	20288	11956
1573	20299	11942
1574	20310	11928
1575	20321	11914
1576	20332	11900
1577	20345	11887
1578	20356	11873
1579	20369	11860
1580	20380	11846
1581	20392	11833
1582	20404	11820
1583	20416	11806
1584	20428	11792
1585	20440	11779
1586	20451	11765
1587	20463	11752
1588	20475	11738
1589	20486	11724
1590	20498	11711
1591	20510	11698
1592	20521	11684
1593	20533	11670
1594	20544	11656
1595	20555	11642
1596	20561	11626
1597	20573	11612
1598	20584	11598
1599	20595	11584
1600	20607	11571
1601	20619	11558
1602	20629	11543
1603	20640	11529
1604	20651	11516
1605	20662	11502
1606	20674	11488
1607	20685	11474
1608	20695	11460
1609	20706	11446
1610	20717	11432
1611	20728	11418
1612	20738	11404
1613	20749	11390
1614	20760	11376
1615	20772	11363
1616	20783	11349
1617	20794	11335
1618	20806	11322
1619	20818	11308
1620	20829	11295
1621	20841	11281
1622	20853	11268
1623	20864	11254
1624	20876	11241
1625	20887	11227
1626	20897	11213
1627	20908	11199
1628	20919	11185
1629	20941	11177
1630	20964	11169
1631	20978	11157
1632	20994	11146
1633	21004	11132
1634	21015	11118
1635	21027	11104
1636	21038	11091
1637	21049	11077
1638	21060	11063
1639	21071	11049
1640	21083	11036
1641	21094	11022
1642	21105	11008
1643	21117	10995
1644	21127	10981
1645	21138	10967
1646	21148	10953
1647	21159	10939
1648	21171	10925
1649	21183	10912
1650	21195	10899
1651	21206	10885
1652	21217	10872
1653	21228	10858
1654	21239	10844
1655	21250	10830
1656	21261	10816
1657	21272	10802
1658	21282	10788
1659	21293	10775
1660	21305	10761
1661	21315	10747
1662	21326	10733
1663	21336	10719
1664	21348	10706
1665	21360	10693
1666	21372	10679
1667	21383	10665
1668	21394	10652
