iter	Passed	Remaining
1669	21405	10638
1670	21416	10624
1671	21428	10611
1672	21440	10598
1673	21450	10584
1674	21460	10570
1675	21471	10556
1676	21482	10542
1677	21493	10529
1678	21505	10515
1679	21517	10502
1680	21528	10489
1681	21539	10475
1682	21551	10461
1683	21563	10448
1684	21574	10434
1685	21585	10421
1686	21597	10408
1687	21608	10394
1688	21620	10381
1689	21632	10368
1690	21642	10354
1691	21653	10340
1692	21664	10326
1693	21674	10312
1694	21685	10299
1695	21696	10285
1696	21708	10272
1697	21720	10258
1698	21731	10245
1699	21742	10231
1700	21753	10218
1701	21764	10204
1702	21774	10190
1703	21785	10176
1704	21795	10162
1705	21806	10149
1706	21818	10135
1707	21830	10122
1708	21840	10108
1709	21850	10094
1710	21860	10080
1711	21871	10067
1712	21882	10053
1713	21893	10039
1714	21903	10025
1715	21915	10012
1716	21926	9999
1717	21937	9985
1718	21948	9972
1719	21959	9958
1720	21970	9945
1721	21983	9932
1722	21995	9918
1723	22005	9905
1724	22017	9892
1725	22028	9878
1726	22039	9864
1727	22051	9851
1728	22061	9837
1729	22072	9823
1730	22083	9810
1731	22093	9796
1732	22105	9783
1733	22116	9770
1734	22128	9756
1735	22139	9743
1736	22151	9730
1737	22162	9716
1738	22174	9703
1739	22186	9690
1740	22198	9677
1741	22209	9664
1742	22220	9650
1743	22232	9637
1744	22244	9624
1745	22255	9610
1746	22266	9597
1747	22278	9584
1748	22290	9571
1749	22301	9557
1750	22312	9544
1751	22324	9531
1752	22334	9517
1753	22345	9504
1754	22356	9490
1755	22367	9476
1756	22378	9463
1757	22389	9449
1758	22399	9436
1759	22411	9422
1760	22422	9409
1761	22436	9397
1762	22449	9384
1763	22461	9371
1764	22473	9358
1765	22485	9345
1766	22498	9332
1767	22510	9319
1768	22521	9306
1769	22533	9293
1770	22545	9280
1771	22561	9269
1772	22573	9256
1773	22585	9242
1774	22596	9229
1775	22608	9216
1776	22619	9203
1777	22630	9189
1778	22642	9176
1779	22653	9163
1780	22663	9149
1781	22675	9136
1782	22688	9123
1783	22699	9110
1784	22709	9096
1785	22720	9083
1786	22732	9069
1787	22744	9056
1788	22755	9043
1789	22766	9030
1790	22777	9016
1791	22789	9003
1792	22801	8990
1793	22812	8977
1794	22823	8964
1795	22834	8950
1796	22845	8937
1797	22856	8923
1798	22867	8910
1799	22878	8897
1800	22888	8883
1801	22899	8870
1802	22909	8856
1803	22920	8843
1804	22932	8829
1805	22943	8816
1806	22954	8803
1807	22966	8790
1808	22978	8777
1809	22989	8763
1810	23000	8750
1811	23011	8737
1812	23023	8724
1813	23034	8711
1814	23046	8697
1815	23057	8684
1816	23068	8671
1817	23079	8657
1818	23090	8644
1819	23101	8631
1820	23113	8618
1821	23125	8605
1822	23136	8592
1823	23148	8579
1824	23159	8565
1825	23170	8552
1826	23181	8539
1827	23192	8525
1828	23203	8512
1829	23214	8499
1830	23225	8485
1831	23235	8472
1832	23246	8459
1833	23257	8445
1834	23268	8432
1835	23279	8419
1836	23290	8405
1837	23301	8392
1838	23312	8379
1839	23324	8366
1840	23334	8352
1841	23345	8339
1842	23355	8325
1843	23366	8312
1844	23376	8299
1845	23388	8286
1846	23400	8273
1847	23411	8260
1848	23424	8247
1849	23436	8234
1850	23447	8221
1851	23459	8208
1852	23470	8195
1853	23482	8182
1854	23504	8172
1855	23521	8161
1856	23536	8149
1857	23553	8138
1858	23564	8125
1859	23575	8112
1860	23587	8099
1861	23599	8086
1862	23611	8073
1863	23622	8060
1864	23634	8047
1865	23645	8034
1866	23657	8020
1867	23668	8007
1868	23679	7994
1869	23689	7980
1870	23701	7967
1871	23713	7955
1872	23724	7941
1873	23736	7928
1874	23749	7916
1875	23760	7903
1876	23771	7890
1877	23782	7876
1878	23793	7863
1879	23805	7850
1880	23817	7837
1881	23828	7824
1882	23838	7811
1883	23850	7798
1884	23861	7785
1885	23871	7771
1886	23882	7758
1887	23893	7745
1888	23904	7731
1889	23915	7718
1890	23927	7705
1891	23938	7692
1892	23949	7679
1893	23960	7666
1894	23971	7653
1895	23982	7639
1896	23994	7627
1897	24006	7614
1898	24020	7601
1899	24031	7588
1900	24043	7576
1901	24055	7563
1902	24069	7550
1903	24081	7538
1904	24094	7525
1905	24106	7512
1906	24117	7499
1907	24129	7486
1908	24140	7473
1909	24151	7460
1910	24163	7447
1911	24174	7434
1912	24185	7421
1913	24196	7408
1914	24207	7395
1915	24218	7381
1916	24230	7368
1917	24242	7356
1918	24253	7343
1919	24264	7329
1920	24275	7316
1921	24286	7303
1922	24296	7290
1923	24308	7277
1924	24320	7264
1925	24331	7251
1926	24342	7238
1927	24353	7225
1928	24364	7212
1929	24375	7199
1930	24387	7186
1931	24398	7173
1932	24409	7159
1933	24421	7147
1934	24432	7134
1935	24444	7121
1936	24455	7108
1937	24465	7094
1938	24476	7081
1939	24489	7069
1940	24503	7056
1941	24513	7043
1942	24524	7030
1943	24536	7017
1944	24547	7004
1945	24559	6991
1946	24572	6979
1947	24584	6966
1948	24596	6953
1949	24608	6940
1950	24619	6927
1951	24630	6914
1952	24642	6901
1953	24653	6888
1954	24664	6875
1955	24675	6862
1956	24686	6849
1957	24697	6836
1958	24707	6823
1959	24718	6810
1960	24729	6797
1961	24740	6784
1962	24752	6771
1963	24764	6758
1964	24775	6745
1965	24786	6732
1966	24797	6719
1967	24808	6706
1968	24820	6693
1969	24831	6680
1970	24841	6667
1971	24853	6654
1972	24863	6641
1973	24874	6628
1974	24886	6615
1975	24897	6602
1976	24908	6589
1977	24919	6576
1978	24931	6563
1979	24942	6550
1980	24953	6537
1981	24965	6524
1982	24976	6511
1983	24987	6498
1984	24999	6485
1985	25010	6472
1986	25021	6460
1987	25032	6447
1988	25043	6434
1989	25055	6421
1990	25067	6408
1991	25078	6395
1992	25089	6382
1993	25100	6369
1994	25111	6356
1995	25122	6343
1996	25134	6330
1997	25145	6317
1998	25156	6304
1999	25166	6291
2000	25177	6278
2001	25188	6265
2002	25199	6252
2003	25209	6239
2004	25220	6226
2005	25232	6213
2006	25243	6200
2007	25253	6187
2008	25264	6174
2009	25275	6161
2010	25285	6148
2011	25297	6135
2012	25307	6122
2013	25318	6109
2014	25329	6096
2015	25343	6084
2016	25355	6071
2017	25367	6059
2018	25378	6046
2019	25391	6033
2020	25403	6020
2021	25415	6008
2022	25427	5995
2023	25439	5982
2024	25450	5969
2025	25461	5956
2026	25473	5944
2027	25485	5931
2028	25498	5919
2029	25510	5906
2030	25523	5893
2031	25535	5881
2032	25546	5868
2033	25558	5855
2034	25570	5842
2035	25582	5830
2036	25605	5819
2037	25622	5808
2038	25639	5796
2039	25656	5785
2040	25668	5772
2041	25679	5759
2042	25691	5746
2043	25702	5734
2044	25714	5721
2045	25725	5708
2046	25737	5695
2047	25749	5682
2048	25761	5670
2049	25773	5657
2050	25787	5645
2051	25800	5632
2052	25814	5620
2053	25829	5608
2054	25841	5595
2055	25855	5583
2056	25867	5570
2057	25879	5558
2058	25889	5545
2059	25901	5532
2060	25913	5519
2061	25925	5506
2062	25936	5494
2063	25947	5481
2064	25958	5468
2065	25969	5455
2066	25981	5442
2067	25992	5429
2068	26003	5416
2069	26014	5404
2070	26026	5391
2071	26037	5378
2072	26048	5365
2073	26059	5352
2074	26071	5339
2075	26082	5327
2076	26093	5314
2077	26104	5301
2078	26116	5288
2079	26126	5275
2080	26137	5262
2081	26149	5249
2082	26160	5237
2083	26172	5224
2084	26182	5211
2085	26194	5198
2086	26204	5185
2087	26215	5172
2088	26227	5160
2089	26238	5147
2090	26250	5134
2091	26262	5121
2092	26274	5109
2093	26285	5096
2094	26297	5083
2095	26308	5070
2096	26319	5058
2097	26330	5045
2098	26341	5032
2099	26353	5019
2100	26364	5006
2101	26375	4993
2102	26385	4981
2103	26395	4968
2104	26407	4955
2105	26419	4942
2106	26430	4929
2107	26441	4916
2108	26451	4904
2109	26463	4891
2110	26475	4878
2111	26487	4866
2112	26498	4853
2113	26510	4840
2114	26521	4827
2115	26532	4815
2116	26544	4802
2117	26556	4789
2118	26567	4776
2119	26579	4764
2120	26591	4751
2121	26602	4738
2122	26613	4725
2123	26624	4713
2124	26636	4700
2125	26646	4687
2126	26658	4674
2127	26669	4662
2128	26680	4649
2129	26691	4636
2130	26702	4623
2131	26713	4610
2132	26724	4598
2133	26735	4585
2134	26746	4572
2135	26757	4559
2136	26767	4546
2137	26778	4534
2138	26789	4521
2139	26800	4508
2140	26810	4495
2141	26821	4482
2142	26833	4470
2143	26845	4457
2144	26856	4444
2145	26867	4431
2146	26877	4419
2147	26888	4406
2148	26899	4393
2149	26912	4381
2150	26923	4368
2151	26934	4355
2152	26945	4342
2153	26957	4330
2154	26967	4317
2155	26978	4304
2156	26989	4291
2157	27003	4279
2158	27017	4267
2159	27030	4254
2160	27042	4242
2161	27055	4229
2162	27067	4217
2163	27079	4204
2164	27090	4191
2165	27101	4179
2166	27113	4166
2167	27123	4153
2168	27134	4140
2169	27145	4128
2170	27156	4115
2171	27169	4102
2172	27179	4090
2173	27189	4077
2174	27201	4064
2175	27212	4051
2176	27223	4039
2177	27233	4026
2178	27244	4013
2179	27255	4000
2180	27267	3988
2181	27277	3975
2182	27289	3962
2183	27300	3950
2184	27311	3937
2185	27323	3924
2186	27337	3912
2187	27350	3900
2188	27363	3887
2189	27374	3874
2190	27384	3862
2191	27394	3849
2192	27405	3836
2193	27416	3823
2194	27427	3811
2195	27438	3798
2196	27448	3785
2197	27459	3772
2198	27471	3760
2199	27482	3747
2200	27493	3734
2201	27504	3722
2202	27514	3709
2203	27526	3696
2204	27538	3684
2205	27549	3671
2206	27560	3658
2207	27573	3646
2208	27584	3633
2209	27596	3621
2210	27607	3608
2211	27619	3596
2212	27629	3583
2213	27641	3570
2214	27653	3558
2215	27665	3545
2216	27677	3532
2217	27688	3520
2218	27701	3507
2219	27711	3495
2220	27724	3482
2221	27735	3470
2222	27747	3457
2223	27758	3444
2224	27770	3432
2225	27782	3419
2226	27793	3407
2227	27805	3394
2228	27817	3382
2229	27828	3369
2230	27840	3356
2231	27851	3344
2232	27863	3331
2233	27874	3319
2234	27887	3306
2235	27898	3293
2236	27908	3281
2237	27919	3268
2238	27931	3255
2239	27943	3243
2240	27954	3230
2241	27966	3218
2242	27977	3205
2243	27988	3192
2244	27999	3180
2245	28011	3167
2246	28022	3155
2247	28033	3142
2248	28044	3129
2249	28056	3117
2250	28067	3104
2251	28079	3092
2252	28090	3079
2253	28101	3066
2254	28112	3054
2255	28123	3041
2256	28135	3029
2257	28147	3016
2258	28159	3004
2259	28171	2991
2260	28182	2979
2261	28194	2966
2262	28205	2953
2263	28217	2941
2264	28229	2928
2265	28241	2916
2266	28253	2903
2267	28264	2891
2268	28276	2878
2269	28287	2866
2270	28300	2853
2271	28312	2841
2272	28323	2828
2273	28336	2816
2274	28348	2803
2275	28360	2791
2276	28371	2778
2277	28382	2766
2278	28394	2753
2279	28405	2740
2280	28417	2728
2281	28429	2715
2282	28441	2703
2283	28452	2690
2284	28462	2678
2285	28474	2665
2286	28485	2652
2287	28496	2640
2288	28508	2627
2289	28518	2615
2290	28529	2602
2291	28540	2590
2292	28551	2577
2293	28562	2564
2294	28573	2552
2295	28584	2539
2296	28596	2527
2297	28606	2514
2298	28618	2502
2299	28628	2489
2300	28640	2476
2301	28651	2464
2302	28662	2451
2303	28673	2439
2304	28684	2426
2305	28695	2414
2306	28707	2401
2307	28719	2389
2308	28729	2376
2309	28740	2363
2310	28751	2351
2311	28761	2338
2312	28772	2326
2313	28784	2313
2314	28795	2301
2315	28806	2288
2316	28818	2276
2317	28829	2263
2318	28839	2250
2319	28850	2238
2320	28861	2225
2321	28874	2213
2322	28888	2201
2323	28903	2188
2324	28917	2176
2325	28931	2164
2326	28945	2151
2327	28958	2139
2328	28973	2127
2329	28986	2114
2330	28999	2102
2331	29012	2090
2332	29026	2077
2333	29037	2065
2334	29050	2052
2335	29061	2040
2336	29073	2027
2337	29085	2015
2338	29096	2002
2339	29107	1990
2340	29118	1977
2341	29130	1965
2342	29142	1952
2343	29153	1940
2344	29165	1927
2345	29177	1915
2346	29188	1902
2347	29200	1890
2348	29212	1877
2349	29225	1865
2350	29236	1852
2351	29248	1840
2352	29260	1828
2353	29271	1815
2354	29283	1803
2355	29295	1790
2356	29306	1778
2357	29318	1765
2358	29331	1753
2359	29343	1740
2360	29354	1728
2361	29366	1715
2362	29378	1703
2363	29389	1690
2364	29400	1678
2365	29412	1665
2366	29423	1653
2367	29434	1640
2368	29446	1628
2369	29458	1615
2370	29471	1603
2371	29482	1590
2372	29494	1578
2373	29505	1566
2374	29516	1553
2375	29527	1541
2376	29539	1528
2377	29550	1516
2378	29561	1503
2379	29572	1491
2380	29583	1478
2381	29594	1466
2382	29605	1453
2383	29617	1441
2384	29628	1428
2385	29640	1416
2386	29651	1403
2387	29662	1391
2388	29673	1378
2389	29685	1366
2390	29696	1353
2391	29708	1341
2392	29719	1328
2393	29731	1316
2394	29742	1303
2395	29754	1291
2396	29765	1279
2397	29777	1266
2398	29788	1254
2399	29799	1241
2400	29810	1229
2401	29821	1216
2402	29833	1204
2403	29843	1191
2404	29854	1179
2405	29866	1166
2406	29876	1154
2407	29887	1141
2408	29899	1129
2409	29910	1116
2410	29922	1104
2411	29933	1092
2412	29945	1079
2413	29956	1067
2414	29967	1054
2415	29979	1042
2416	29990	1029
2417	30002	1017
2418	30013	1005
2419	30024	992
2420	30053	980
2421	30070	968
2422	30083	956
2423	30097	943
2424	30109	931
2425	30120	918
2426	30131	906
2427	30142	893
2428	30154	881
2429	30164	868
2430	30176	856
2431	30186	844
2432	30198	831
2433	30209	819
2434	30221	806
2435	30231	794
2436	30242	781
2437	30253	769
2438	30264	756
2439	30275	744
2440	30286	732
2441	30297	719
2442	30309	707
2443	30320	694
2444	30331	682
2445	30342	669
2446	30353	657
2447	30363	644
2448	30374	632
2449	30386	620
2450	30398	607
2451	30410	595
2452	30421	582
2453	30432	570
2454	30443	558
2455	30454	545
2456	30465	533
2457	30476	520
2458	30487	508
2459	30497	495
2460	30508	483
2461	30518	471
2462	30529	458
2463	30539	446
2464	30550	433
2465	30560	421
2466	30572	408
2467	30583	396
2468	30594	384
2469	30606	371
2470	30617	359
2471	30627	346
2472	30639	334
2473	30650	322
2474	30661	309
2475	30672	297
2476	30682	284
2477	30692	272
2478	30703	260
2479	30714	247
2480	30725	235
2481	30736	222
2482	30746	210
2483	30756	198
2484	30767	185
2485	30778	173
2486	30788	160
2487	30800	148
2488	30810	136
2489	30821	123
2490	30832	111
2491	30844	99
2492	30855	86
2493	30867	74
2494	30877	61
2495	30889	49
2496	30899	37
2497	30911	24
2498	30922	12
2499	30933	0
