iter	Logloss
1514	0.2718833127
1515	0.2717785119
1516	0.2715506587
1517	0.2714700797
1518	0.271392934
1519	0.2712613544
1520	0.2711682374
1521	0.2710405719
1522	0.2708938616
1523	0.2707638181
1524	0.2706216383
1525	0.2704829347
1526	0.2703724812
1527	0.270254339
1528	0.2701870483
1529	0.2701181891
1530	0.2700091862
1531	0.2698587522
1532	0.2697318344
1533	0.2696592998
1534	0.2695541142
1535	0.2694753869
1536	0.2693596065
1537	0.2692839589
1538	0.2691818377
1539	0.2691342373
1540	0.2690752862
1541	0.2689648283
1542	0.2688795336
1543	0.2687930066
1544	0.2687125689
1545	0.2686121408
1546	0.2684774537
1547	0.2683990829
1548	0.2683058812
1549	0.2682195872
1550	0.2681390093
1551	0.2680277847
1552	0.2678278334
1553	0.2677159707
1554	0.2676212322
1555	0.2674647115
1556	0.2673835734
1557	0.2673113877
1558	0.2671629439
1559	0.2671042524
1560	0.2670321025
1561	0.2669199971
1562	0.2668574897
1563	0.266731284
1564	0.2666239031
1565	0.2665514505
1566	0.2664898106
1567	0.2664120548
1568	0.2663900825
1569	0.2663332135
1570	0.2662180949
1571	0.2661659449
1572	0.2660730581
1573	0.2659548981
1574	0.2658726058
1575	0.2657706532
1576	0.2656883004
1577	0.2655280177
1578	0.2654512025
1579	0.2652529764
1580	0.2651714824
1581	0.2650272286
1582	0.2649408904
1583	0.2647818816
1584	0.2647173694
1585	0.2645874159
1586	0.2644727015
1587	0.2642681553
1588	0.2640649597
1589	0.2639041131
1590	0.263760284
1591	0.2636155061
1592	0.2635250693
1593	0.2634634125
1594	0.2633622945
1595	0.2633240066
1596	0.2633201269
1597	0.2632094628
1598	0.2631180297
1599	0.2630506158
1600	0.2629319003
1601	0.2628072265
1602	0.2627110052
1603	0.2626331319
1604	0.2625386556
1605	0.2624582242
1606	0.2623081542
1607	0.2622125856
1608	0.2621669207
1609	0.262046437
1610	0.261962704
1611	0.261851581
1612	0.2617923407
1613	0.2617326325
1614	0.2616526787
1615	0.2615114535
1616	0.261480407
1617	0.2614388942
1618	0.2613349779
1619	0.261247879
1620	0.2611380517
1621	0.2610540193
1622	0.2608989844
1623	0.2608422079
1624	0.2607590393
1625	0.2606567959
1626	0.2605851992
1627	0.2605042344
1628	0.2604106778
1629	0.2603668367
1630	0.2602737945
1631	0.2601545139
1632	0.2600170949
1633	0.2599570768
1634	0.259916191
1635	0.259809755
1636	0.2597089824
1637	0.2596270195
1638	0.259531129
1639	0.2594072077
1640	0.2593551121
1641	0.2592541217
1642	0.2591722231
1643	0.2590182292
1644	0.2589297064
1645	0.2588361614
1646	0.2587842039
1647	0.258682344
1648	0.2586038999
1649	0.2584625207
1650	0.2584068267
1651	0.2583125255
1652	0.2582127414
1653	0.258120281
1654	0.2580309195
1655	0.2579810704
1656	0.2578990669
1657	0.257777787
1658	0.257742481
1659	0.2577172607
1660	0.2575318119
1661	0.2574862781
1662	0.2574598015
1663	0.2573971206
1664	0.2572951313
1665	0.2571801256
1666	0.2570324809
1667	0.2569384177
1668	0.256894158
1669	0.2568238434
1670	0.2567493047
1671	0.2566083658
1672	0.2564813247
1673	0.2564471083
1674	0.2563716144
1675	0.2562983325
1676	0.2561626386
1677	0.2561101294
1678	0.2560340073
1679	0.2558344901
1680	0.2557560666
1681	0.2557330741
1682	0.2556412886
1683	0.2555047772
1684	0.2554417434
1685	0.2553884567
1686	0.2552993989
1687	0.2552069419
1688	0.2551277064
1689	0.2550227336
1690	0.2549685908
1691	0.2549024883
1692	0.2548588982
1693	0.254801592
1694	0.2546149645
1695	0.2544564321
1696	0.2543410737
1697	0.2542536906
1698	0.2541262743
1699	0.2540159805
1700	0.2538402923
1701	0.2537673161
1702	0.2536869244
1703	0.2536190899
1704	0.2535463588
1705	0.2534801114
1706	0.2533862888
1707	0.2532884775
1708	0.253202576
1709	0.2531416766
1710	0.2530804165
1711	0.252983319
1712	0.2529015008
1713	0.2527999038
1714	0.2527261875
1715	0.2526125109
1716	0.2525070776
1717	0.2524361548
1718	0.2523708083
1719	0.2523001875
1720	0.2522035762
1721	0.2520896196
1722	0.2520197695
1723	0.2519505564
1724	0.2518318631
1725	0.2517927697
1726	0.2516949604
1727	0.2515876691
1728	0.2515174127
1729	0.2514211055
1730	0.2513470908
1731	0.2512925593
1732	0.2512133905
1733	0.2511489279
1734	0.2510815059
1735	0.2509836614
1736	0.2509090184
1737	0.250834703
1738	0.250748661
1739	0.250698716
1740	0.2506313672
1741	0.2505427827
1742	0.2505006331
1743	0.250404595
1744	0.2502844369
1745	0.2502549341
1746	0.2501883151
1747	0.2500936002
1748	0.2499943043
1749	0.2499332701
1750	0.2498873188
1751	0.2497925353
1752	0.2496964717
1753	0.2496385971
1754	0.2495652616
1755	0.2494089562
1756	0.2493422932
1757	0.249226001
1758	0.249176978
1759	0.2491132364
1760	0.2490847149
1761	0.2489910229
1762	0.2488385468
1763	0.2487695956
1764	0.2486637378
1765	0.2485570163
1766	0.2484495104
1767	0.248409131
1768	0.2483744787
1769	0.2483127789
1770	0.2482495531
1771	0.2481562113
1772	0.2480511889
1773	0.247982447
1774	0.2479079169
1775	0.2478401224
1776	0.2477627363
1777	0.2476451813
1778	0.2476112075
1779	0.2475442866
1780	0.2474974315
1781	0.2474491411
1782	0.2473292146
1783	0.2472501294
1784	0.2471998293
1785	0.247127273
1786	0.2470448816
1787	0.2468998805
1788	0.2468007726
1789	0.2467462252
1790	0.2466859683
1791	0.2465117036
1792	0.2464467245
1793	0.2463874695
1794	0.2463011471
1795	0.246190657
1796	0.2459940824
1797	0.2458801007
1798	0.2458563617
1799	0.2457716053
1800	0.2456911609
1801	0.2456206202
1802	0.2455879359
1803	0.2454419611
1804	0.2453879099
1805	0.2452783779
1806	0.2451888829
1807	0.2451299129
1808	0.24499712
1809	0.2449490261
1810	0.2449094515
1811	0.2448568907
1812	0.2447790318
1813	0.2446940639
1814	0.2445480436
1815	0.2444285064
1816	0.2443475866
1817	0.2442870551
1818	0.244252755
1819	0.2441996606
1820	0.244103489
1821	0.2440167396
1822	0.2439577076
1823	0.2438874972
1824	0.2438432431
1825	0.2437302896
1826	0.2436545313
1827	0.243532224
1828	0.243438358
1829	0.2433491962
1830	0.2432442607
1831	0.2431658488
1832	0.2430379267
1833	0.2429077304
1834	0.242771911
1835	0.2426400476
1836	0.2425510189
1837	0.2425062783
1838	0.2424289132
1839	0.2423310195
1840	0.242307258
1841	0.242233742
1842	0.2421819735
1843	0.2420899412
1844	0.2420586392
1845	0.241966046
1846	0.2418659959
1847	0.2417639481
1848	0.2416192671
1849	0.2415068058
1850	0.2414726418
1851	0.2413898964
1852	0.241342488
1853	0.2411837214
1854	0.2410029984
1855	0.2409346134
1856	0.2408687749
1857	0.2407540669
1858	0.2407028639
1859	0.240549621
1860	0.2404755786
1861	0.240431587
1862	0.2403233682
1863	0.2402710123
1864	0.240145534
1865	0.2400499432
1866	0.2398912129
1867	0.2397910368
1868	0.2397406814
1869	0.2396679978
1870	0.2395631981
1871	0.2394910828
1872	0.2394524239
1873	0.2393870473
1874	0.2393033128
1875	0.2391822497
1876	0.2391379724
1877	0.2390481455
1878	0.2389512961
1879	0.2388230046
1880	0.2387347188
1881	0.2386251921
1882	0.2385592615
1883	0.2384743686
1884	0.2383833071
1885	0.238327913
1886	0.2382389996
1887	0.2381541229
1888	0.2381420677
1889	0.2380387206
1890	0.2378985992
1891	0.2377922623
1892	0.2376984534
1893	0.2376104027
1894	0.2375189083
1895	0.2374276568
1896	0.2373254032
1897	0.2372643152
1898	0.2371819845
1899	0.2370829087
1900	0.2369635432
1901	0.2368661263
1902	0.2367503797
1903	0.2366672862
1904	0.2365558349
1905	0.2364759024
1906	0.2364219852
1907	0.2363446827
1908	0.2362704234
1909	0.2361848633
1910	0.2360502288
1911	0.2359855608
1912	0.2359254345
1913	0.2358188168
1914	0.2357612479
1915	0.235695167
1916	0.2355861213
1917	0.2354811373
1918	0.2354065732
1919	0.2353138895
1920	0.2352368562
1921	0.2351741267
1922	0.2351186329
1923	0.2350412861
1924	0.2349672877
1925	0.2348670973
1926	0.2347875771
1927	0.2347269208
1928	0.2346354117
1929	0.2345484709
1930	0.2344830863
1931	0.2344325609
1932	0.2343718435
1933	0.2343099359
1934	0.2342053767
1935	0.2340861663
1936	0.2339779588
1937	0.2339209539
1938	0.2337668731
1939	0.2336921176
1940	0.2336329069
1941	0.2335814255
1942	0.2335394983
1943	0.2335003564
1944	0.233437204
1945	0.2333744048
1946	0.2332861936
1947	0.2332012537
1948	0.233094424
1949	0.2329711489
1950	0.2329304962
1951	0.2328287614
1952	0.23274676
1953	0.2326719711
1954	0.2325599459
1955	0.2324941366
1956	0.2324273827
1957	0.2323592548
1958	0.2323355323
1959	0.2322821138
1960	0.2322109852
1961	0.2321020834
1962	0.2320431775
1963	0.2319700742
1964	0.2318501998
1965	0.2318188696
1966	0.2317649752
1967	0.2316689541
1968	0.231570098
1969	0.2315069621
1970	0.2314538367
1971	0.2313318882
1972	0.2312831119
1973	0.2312022793
1974	0.2311107817
1975	0.2310728192
1976	0.2309970806
1977	0.2309586054
1978	0.2309073278
1979	0.2308086613
1980	0.2307384438
1981	0.2306369863
1982	0.2305765657
1983	0.2304480936
1984	0.2303241571
1985	0.2302678409
1986	0.2301679748
1987	0.2301203936
1988	0.2300327718
1989	0.2299308162
1990	0.2298649421
1991	0.2297972979
1992	0.2297072244
1993	0.2296311728
1994	0.2295674422
1995	0.2295262875
1996	0.2294105341
1997	0.2292958011
1998	0.2292454613
1999	0.2291458664
2000	0.2290812218
2001	0.2290233686
2002	0.228970263
2003	0.2288857383
2004	0.2288145294
2005	0.2287512928
2006	0.2286837184
2007	0.2286098102
2008	0.2285081732
2009	0.2284480041
2010	0.2284237039
2011	0.228341259
2012	0.2282775977
2013	0.2281840361
2014	0.2281358812
2015	0.2280484295
2016	0.2279985558
2017	0.227929959
2018	0.227862309
2019	0.2278219563
2020	0.227734689
2021	0.2276424288
2022	0.2275684054
2023	0.2275133191
2024	0.2274826606
2025	0.227434205
2026	0.2273458953
2027	0.2272787758
2028	0.2271981689
2029	0.2270977685
2030	0.2270152173
2031	0.2268892363
2032	0.2268286861
2033	0.2267548503
2034	0.2266817909
2035	0.2265851592
2036	0.2264436127
2037	0.2264143782
2038	0.226323701
2039	0.2262239821
2040	0.2261858073
2041	0.2261368631
2042	0.2260379909
2043	0.2260068432
2044	0.2259388936
2045	0.2258444207
2046	0.2257658179
2047	0.2256380375
2048	0.2255214359
2049	0.2254325832
2050	0.225360927
2051	0.2253181666
2052	0.225269084
2053	0.2252114254
2054	0.2251628232
2055	0.2250976696
2056	0.2250233766
2057	0.2249455249
2058	0.2249170318
2059	0.2248560931
2060	0.2247837401
2061	0.2246931507
2062	0.2246264776
2063	0.2246100918
2064	0.2245682147
2065	0.2244737072
2066	0.2244179857
2067	0.2243218153
2068	0.2242466686
2069	0.2241886682
2070	0.2240979697
2071	0.2240545448
2072	0.2239911208
2073	0.2239079645
2074	0.2238308786
2075	0.2237662578
2076	0.2237253588
2077	0.2236458454
2078	0.2235651262
2079	0.2235301153
2080	0.2234397298
2081	0.2233632209
2082	0.2232903243
2083	0.2232360074
2084	0.2231904913
2085	0.2231018123
2086	0.2230638112
2087	0.2229877948
2088	0.2228722658
2089	0.2228119197
2090	0.2227363404
2091	0.2225952664
2092	0.2225442349
2093	0.2224934895
2094	0.2224137286
2095	0.2223355441
2096	0.2222561279
2097	0.2221977996
2098	0.2221172543
2099	0.2220622246
2100	0.2220075477
2101	0.2219603066
2102	0.221919022
2103	0.221904683
2104	0.221862235
2105	0.2217950321
2106	0.2216742702
2107	0.2216288579
2108	0.2215592524
2109	0.221430482
2110	0.2213236027
2111	0.2212605624
2112	0.2211722236
2113	0.221024907
2114	0.2208833943
2115	0.2208131643
2116	0.2206823758
2117	0.220615231
2118	0.2205445887
2119	0.2204517488
2120	0.2203988251
2121	0.2203337317
2122	0.2202716834
2123	0.2201954832
2124	0.2201298866
2125	0.2200633601
2126	0.2200206996
2127	0.2199824995
2128	0.2199190068
2129	0.2198576195
2130	0.2198077082
2131	0.2197610368
2132	0.2197019863
2133	0.2196650157
2134	0.2195961993
2135	0.2195260959
2136	0.2194720431
2137	0.2194193476
2138	0.2193551199
2139	0.2193104427
2140	0.2192508373
2141	0.2191763968
2142	0.2191066698
2143	0.2190469055
2144	0.2189561313
2145	0.2188599849
2146	0.2187897185
2147	0.2186939924
2148	0.2186108517
2149	0.2184112414
2150	0.2183744053
2151	0.218272354
2152	0.2182156039
2153	0.2180879148
2154	0.2180241055
2155	0.2179410072
2156	0.2178839919
2157	0.2178166885
2158	0.2177342551
2159	0.2176384908
2160	0.2175860332
2161	0.2175124464
2162	0.2174092257
2163	0.2173584592
2164	0.2173075744
2165	0.2172494279
2166	0.2172080458
2167	0.217172386
2168	0.217052814
2169	0.2170147535
2170	0.216919928
2171	0.2168315511
2172	0.2167936201
2173	0.2167266616
2174	0.2166133112
2175	0.2165557979
2176	0.2164891525
2177	0.2164379829
2178	0.2163705633
2179	0.2163257667
2180	0.2161776601
2181	0.2161354592
2182	0.2160617917
2183	0.215999294
2184	0.2159529238
2185	0.2158395293
2186	0.2157687296
2187	0.2156980828
2188	0.215642618
2189	0.2155378714
2190	0.2154982127
2191	0.2154384082
2192	0.2153756324
2193	0.2152890661
2194	0.2152378787
2195	0.2151353853
2196	0.2150723104
2197	0.2150302657
2198	0.2149860142
2199	0.214933205
2200	0.2148655334
2201	0.2147827772
2202	0.2147429823
2203	0.2146890851
2204	0.2145650469
2205	0.2145105593
2206	0.2144512223
2207	0.214347087
2208	0.2142758549
2209	0.2141995183
2210	0.214143585
2211	0.2141269746
2212	0.2141181774
2213	0.2140836223
2214	0.2139801671
2215	0.2138910054
2216	0.2138270258
2217	0.2137376003
2218	0.2136580611
2219	0.2136145083
2220	0.2135395288
2221	0.2134063196
2222	0.2133045069
2223	0.2132473569
2224	0.2131421533
2225	0.2130312568
2226	0.2129620385
2227	0.2128997573
2228	0.212803042
2229	0.2127322415
2230	0.2126478806
2231	0.2125809496
2232	0.2125177368
2233	0.2124496838
2234	0.2123785153
2235	0.2123306648
2236	0.2123037711
2237	0.2122278423
2238	0.2121477569
2239	0.2120488913
2240	0.2119822423
2241	0.2119485981
2242	0.2119098072
2243	0.2118678031
2244	0.211819186
2245	0.2117561599
2246	0.211680967
2247	0.2116722645
2248	0.211626484
2249	0.2114388587
2250	0.2114185132
2251	0.2113565933
2252	0.2113049756
2253	0.2112003084
2254	0.2111326115
2255	0.2110641573
2256	0.2109673503
2257	0.2108378562
2258	0.2107219421
2259	0.210600781
2260	0.2105345265
2261	0.2104600364
2262	0.2103938526
2263	0.2103257866
2264	0.210273933
2265	0.2101454072
2266	0.2100981612
2267	0.2100427037
2268	0.2099770815
2269	0.2099125598
2270	0.209871896
2271	0.209824925
2272	0.2097717718
2273	0.2096871305
2274	0.209619584
2275	0.2095180693
2276	0.2094692481
2277	0.2093875896
2278	0.2092796083
2279	0.2092249451
2280	0.2090924777
2281	0.209024759
2282	0.2089798648
2283	0.208838122
2284	0.2087958526
2285	0.2087146377
2286	0.2086440196
2287	0.2085572197
2288	0.2084866692
2289	0.2084337778
2290	0.208373631
2291	0.20831632
2292	0.2082294415
2293	0.2081251615
2294	0.2080672745
2295	0.2080296552
2296	0.2079556984
2297	0.2078988411
2298	0.2078412303
2299	0.2077745333
2300	0.2077142316
2301	0.2076778073
2302	0.2076192792
2303	0.2075585697
2304	0.2075135493
2305	0.2074478701
2306	0.2073272776
2307	0.20722912
2308	0.2071927685
2309	0.2070889241
2310	0.2070431623
2311	0.2069970156
2312	0.2069392216
2313	0.2068589689
2314	0.2068069771
2315	0.2067372488
2316	0.2066330012
2317	0.2065804742
2318	0.2065017045
2319	0.206405615
2320	0.2063317922
2321	0.2062438451
2322	0.2061955132
2323	0.2061377764
2324	0.2060663693
2325	0.2059889681
2326	0.2059358981
2327	0.2058542599
2328	0.2057827237
2329	0.2057028365
2330	0.2056406635
2331	0.205582065
2332	0.2055351113
2333	0.2054869122
2334	0.205399833
2335	0.2053570035
2336	0.2053004168
2337	0.2052115485
2338	0.2051889963
2339	0.2051463857
2340	0.2050914864
2341	0.2050720144
2342	0.2049614187
2343	0.2048753152
2344	0.2047779862
2345	0.2047298351
2346	0.2046566446
2347	0.2045888204
2348	0.204527775
2349	0.2044668428
2350	0.2044084441
2351	0.2043377509
2352	0.2042912422
2353	0.2042588628
2354	0.2041594481
2355	0.2041349178
2356	0.2040999822
2357	0.2040461486
2358	0.2039826732
2359	0.2039064517
2360	0.2038007199
2361	0.2037217486
2362	0.2036389592
2363	0.2035864994
2364	0.2035388024
2365	0.2034656964
2366	0.2034129583
2367	0.2033774208
2368	0.2032960071
2369	0.2032129181
2370	0.2030906956
2371	0.2030196208
2372	0.2029546947
2373	0.2028804176
2374	0.2028387819
2375	0.2027770061
2376	0.2026997022
2377	0.2026225379
2378	0.2025429246
2379	0.2025065629
2380	0.2024324979
2381	0.2023637159
2382	0.2022985456
2383	0.2022463252
2384	0.2021596867
2385	0.2020598877
2386	0.2019799205
2387	0.2019284859
2388	0.2018408517
2389	0.2017514865
2390	0.2016979916
2391	0.2016506116
2392	0.2015622695
2393	0.2014511715
2394	0.2013717944
2395	0.2012960646
2396	0.2012528408
2397	0.2012032898
2398	0.2011103107
2399	0.2010377999
2400	0.2009862061
2401	0.2009404668
2402	0.2008473554
2403	0.2007846762
2404	0.2006900095
2405	0.2005892824
2406	0.2005278886
2407	0.2004803996
2408	0.2003987943
2409	0.2003084035
2410	0.2001930889
2411	0.2001306682
2412	0.2000909001
2413	0.2000402776
2414	0.1999629827
2415	0.1999207277
2416	0.1998372925
2417	0.1997471192
2418	0.1996945795
2419	0.1996259967
2420	0.1995438122
2421	0.1995304811
2422	0.1994589636
2423	0.1993653969
2424	0.1993013605
2425	0.1992230407
2426	0.1991732363
2427	0.1991239458
2428	0.1990499463
2429	0.1989884119
2430	0.1989227422
2431	0.1988902544
2432	0.1987642857
2433	0.1986644676
2434	0.1985849851
2435	0.1985438145
2436	0.1984922995
2437	0.1984343609
2438	0.1983349666
2439	0.1982624346
2440	0.1982001046
2441	0.1981233478
2442	0.1980628848
2443	0.1980100752
2444	0.1979678234
2445	0.1979102417
2446	0.1978639253
2447	0.1978564117
2448	0.197803405
2449	0.1977045616
2450	0.1976423562
2451	0.1975709552
2452	0.197514611
2453	0.1974208836
2454	0.1973738853
2455	0.1973470149
2456	0.197284836
2457	0.1972015376
2458	0.1971757501
2459	0.1971298
2460	0.1970884004
2461	0.197025551
2462	0.1969562765
2463	0.1969136517
2464	0.1968747261
2465	0.1968033607
2466	0.1967572248
2467	0.1967150681
2468	0.1966665714
2469	0.1966049262
2470	0.1964918595
2471	0.1964393971
2472	0.1964088065
2473	0.1963403771
2474	0.1962726102
2475	0.1962315171
2476	0.1962168121
2477	0.1961693101
2478	0.196092548
2479	0.1960492935
2480	0.195971399
2481	0.1958682425
2482	0.1958012423
2483	0.1957531961
2484	0.1956635964
2485	0.1955686306
2486	0.1955326464
2487	0.1954177354
2488	0.1953550325
2489	0.1953084963
2490	0.1952497228
2491	0.195173803
2492	0.1951069546
2493	0.1950682415
2494	0.1950182955
2495	0.1949400478
2496	0.1948838265
2497	0.1948210932
2498	0.1947820088
2499	0.1947100631
