iter	Logloss
156	0.5139759421
157	0.513721404
158	0.5132039087
159	0.5128334592
160	0.5126186388
161	0.512351507
162	0.5120658724
163	0.5118839929
164	0.5113180704
165	0.5109472816
166	0.5105987406
167	0.510236207
168	0.510195092
169	0.5098167481
170	0.5094220076
171	0.5091460349
172	0.5087249803
173	0.5082019888
174	0.5076617678
175	0.5072776032
176	0.5069916675
177	0.5066139593
178	0.5061690478
179	0.505858432
180	0.5053931923
181	0.5051963154
182	0.5048366407
183	0.5046290893
184	0.5044844508
185	0.5040793786
186	0.5038872205
187	0.5034867305
188	0.5031602593
189	0.5029673837
190	0.5026999929
191	0.502309155
192	0.5019126773
193	0.501519913
194	0.5012842748
195	0.5010925738
196	0.500405554
197	0.4998981563
198	0.4995105175
199	0.4991744301
200	0.4987952618
201	0.4986222062
202	0.4983720936
203	0.4980181773
204	0.4976853897
205	0.4975451454
206	0.4971446069
207	0.4967863551
208	0.4966284167
209	0.4962576915
210	0.4960783136
211	0.4959042335
212	0.4955069331
213	0.4950821391
214	0.4948232601
215	0.4943992097
216	0.4941597857
217	0.4939582073
218	0.4932814024
219	0.4931747737
220	0.4927624105
221	0.492565301
222	0.4920862274
223	0.4917286611
224	0.4916236923
225	0.4912825448
226	0.4909576774
227	0.4905815602
228	0.4901348585
229	0.4897447519
230	0.4894667546
231	0.4891857903
232	0.4888598397
233	0.4887336667
234	0.4884866651
235	0.4881260715
236	0.4878734242
237	0.4876581233
238	0.4874377119
239	0.487229393
240	0.4868691309
241	0.4866721338
242	0.4865248199
243	0.4862841842
244	0.4861136152
245	0.4858643049
246	0.4855518304
247	0.4851623574
248	0.4848642992
249	0.4845715762
250	0.4842603849
251	0.4840982467
252	0.483745322
253	0.48355568
254	0.4831341679
255	0.482792601
256	0.4821520811
257	0.4819249474
258	0.4816967234
259	0.4814042986
260	0.4811551767
261	0.4810004787
262	0.4806558184
263	0.4803092284
264	0.4800177204
265	0.4797032437
266	0.4794544593
267	0.4792800799
268	0.4791000041
269	0.4787079747
270	0.4783201447
271	0.4780404082
272	0.4778380608
273	0.4775355135
274	0.4773107639
275	0.4770512454
276	0.4765358735
277	0.4762624889
278	0.4760297967
279	0.4756540048
280	0.4753437909
281	0.4748659381
282	0.474625784
283	0.4744519912
284	0.4742402132
285	0.4739681609
286	0.4738343257
287	0.4736552709
288	0.4735350135
289	0.4731749196
290	0.4729655167
291	0.4727601429
292	0.4726072078
293	0.4724391389
294	0.4722077749
295	0.4720179353
296	0.4716027856
297	0.4714785495
298	0.4711231134
299	0.4707833486
300	0.4702600628
301	0.4700694947
302	0.4699532381
303	0.469633682
304	0.4693869639
305	0.4692418375
306	0.4691135898
307	0.4689470704
308	0.4687106028
309	0.4681916752
310	0.4676159723
311	0.467367921
312	0.4671993705
313	0.4670101515
314	0.466647692
315	0.4661805351
316	0.4657633726
317	0.465634162
318	0.4654274957
319	0.4650373953
320	0.464714119
321	0.4644923153
322	0.4642185003
323	0.4640371474
324	0.4638176985
325	0.4634915526
326	0.4632253655
327	0.4630076231
328	0.4627465479
329	0.4626021074
330	0.4623063957
331	0.4619078983
332	0.4617611371
333	0.461452084
334	0.4611668037
335	0.4609060075
336	0.4606414086
337	0.4604317233
338	0.4601094886
339	0.459741553
340	0.4593199282
341	0.4591981531
342	0.4589671783
343	0.4587551888
344	0.4585267213
345	0.4583030309
346	0.4580552435
347	0.4578677967
348	0.4575391708
349	0.4573390104
350	0.4571722774
351	0.4569381263
352	0.4567409407
353	0.4565330772
354	0.4563174695
355	0.4560383482
356	0.4557784475
357	0.4554896892
358	0.4553198103
359	0.4550767886
360	0.4547446722
361	0.454560771
362	0.4542262943
363	0.4540592291
364	0.4538607389
365	0.4534808174
366	0.4530423647
367	0.4529208284
368	0.4526268991
369	0.4522278621
370	0.4519950774
371	0.451804681
372	0.4516755448
373	0.4515525346
374	0.45130882
375	0.451029788
376	0.4507207265
377	0.4506049173
378	0.4503963782
379	0.4502225055
380	0.4499705199
381	0.4497095428
382	0.4495386589
383	0.44933643
384	0.4491651435
385	0.448982108
386	0.4487831626
387	0.4486139138
388	0.4483702677
389	0.4481716938
390	0.4479626931
391	0.4478009254
392	0.4476096646
393	0.4474011904
394	0.4471411986
395	0.4469247832
396	0.4466906024
397	0.4464420782
398	0.4460663945
399	0.445780431
400	0.4456548128
401	0.4452621543
402	0.4450560135
403	0.4448431608
404	0.4447542397
405	0.4445827814
406	0.4444043004
407	0.4440854907
408	0.4440033287
409	0.4436475367
410	0.4432542716
411	0.4431022691
412	0.4427516156
413	0.4424538604
414	0.442014473
415	0.4418261339
416	0.4416809378
417	0.4413800616
418	0.4410195003
419	0.4408832596
420	0.4405464896
421	0.4402900082
422	0.4400886964
423	0.4398504829
424	0.4396983278
425	0.4396283532
426	0.4393337985
427	0.438977109
428	0.438794889
429	0.4386419117
430	0.4384032594
431	0.4382297097
432	0.4379409256
433	0.4377435787
434	0.4374332205
435	0.4371861199
436	0.436913933
437	0.4365814455
438	0.4363664686
439	0.436079998
440	0.4356557641
441	0.4353693238
442	0.435010614
443	0.4347741334
444	0.4346132697
445	0.4342095522
446	0.434098159
447	0.4339746792
448	0.4337764761
449	0.4335241242
450	0.4333737583
451	0.4329974087
452	0.4327694411
453	0.432376455
454	0.4322093016
455	0.432042583
456	0.4318488998
457	0.4314847806
458	0.4312607332
459	0.4308885182
460	0.4307777799
461	0.4304657158
462	0.4302177174
463	0.4298639279
464	0.4294544814
465	0.4293202308
466	0.4290984786
467	0.4288510054
468	0.4284372352
469	0.4281174688
470	0.4278453863
471	0.4276077156
472	0.4274416643
473	0.4272146791
474	0.4271200597
475	0.4268730703
476	0.4266804974
477	0.4264277338
478	0.4261903422
479	0.426047421
480	0.4258813121
481	0.4256104407
482	0.4254211505
483	0.4251601175
484	0.4250533101
485	0.4248348446
486	0.4246793029
487	0.4245468529
488	0.4243895754
489	0.4242983692
490	0.4241174312
491	0.42398059
492	0.4237405825
493	0.423403911
494	0.4231729412
495	0.4230089421
496	0.4227091189
497	0.4224568205
498	0.4222259186
499	0.4218811455
500	0.4215754472
501	0.4211787856
502	0.421004057
503	0.4208910019
504	0.4207255217
505	0.4205096306
506	0.4204002549
507	0.4203063666
508	0.4200110588
509	0.4197125441
510	0.4196095009
511	0.4193822507
512	0.4191388691
513	0.4189362266
514	0.4187652514
515	0.4185625481
516	0.4184085607
517	0.418092803
518	0.4177585191
519	0.4174046627
520	0.4169532931
521	0.4168124349
522	0.4166517488
523	0.4164633327
524	0.4162270451
525	0.4160395565
526	0.415845729
527	0.4155957466
528	0.4152838314
529	0.4149576867
530	0.4147883703
531	0.4145268868
532	0.4143287822
533	0.4141848097
534	0.4139612811
535	0.4138015123
536	0.4135515654
537	0.4134197476
538	0.4132433261
539	0.4130768051
540	0.4128837956
541	0.412657748
542	0.4124481006
543	0.4122655879
544	0.4120686938
545	0.4117840412
546	0.4116613585
547	0.411407859
548	0.4111766859
549	0.4108237659
550	0.4106693275
551	0.4105607525
552	0.4103272251
553	0.4100471912
554	0.4098304388
555	0.4096927877
556	0.4095432747
557	0.4092864002
558	0.4089583557
559	0.4087211376
560	0.4082356359
561	0.4080141114
562	0.4078724462
563	0.4075677647
564	0.4074747465
565	0.4073969866
566	0.4072133541
567	0.4068697707
568	0.4064611151
569	0.4063488003
570	0.4061409266
571	0.4058556736
572	0.4055479811
573	0.4053905692
574	0.4053048404
575	0.4049598791
576	0.4048124369
577	0.4046041558
578	0.4043281021
579	0.4041620173
580	0.4040227221
581	0.4037426879
582	0.4035611321
583	0.4034919945
584	0.4032746166
585	0.4030725869
586	0.4028516184
587	0.4025661929
588	0.4023104216
589	0.4020352519
590	0.4018580705
591	0.4016409668
592	0.4014702586
593	0.4011440254
594	0.4007677225
595	0.4006214348
596	0.400503502
597	0.4003709312
598	0.4002147905
599	0.3999062248
600	0.3997101302
601	0.3994469059
602	0.399104763
603	0.3988779649
604	0.3985848626
605	0.3983297229
606	0.3982007156
607	0.398039302
608	0.3978401126
609	0.3976175334
610	0.3974333194
611	0.3971506996
612	0.3970280757
613	0.3968087948
614	0.3965557321
615	0.3963657881
616	0.3961696548
617	0.3958847971
618	0.3957964544
619	0.3955864509
620	0.3952813898
621	0.3949729754
622	0.394830114
623	0.3945605976
624	0.3944315723
625	0.3940783892
626	0.3938845321
627	0.3937301897
628	0.3935778191
629	0.3931813792
630	0.3930649892
631	0.3928565039
632	0.392650941
633	0.3924800951
634	0.3921507277
635	0.3918954456
636	0.3916652925
637	0.3914737738
638	0.3911353792
639	0.3908267952
640	0.3906555012
641	0.3905129391
642	0.3903579267
643	0.3902348216
644	0.3899987297
645	0.3897965817
646	0.3896402444
647	0.3893438821
648	0.3891395344
649	0.3889850367
650	0.3887592493
651	0.3884724859
652	0.3882596418
653	0.3880955332
654	0.388027125
655	0.3878483705
656	0.3877198423
657	0.3875539848
658	0.3874668883
659	0.3872513996
660	0.3870332385
661	0.3867797256
662	0.3866607247
663	0.3864367774
664	0.3861758699
665	0.3860326741
666	0.3858532296
667	0.3857413942
668	0.3855644244
669	0.3853173855
670	0.3850171401
671	0.3848914555
672	0.3847393523
673	0.3845867012
674	0.3844329652
675	0.3841500781
676	0.3839292864
677	0.3837648928
678	0.3837077699
679	0.3835856145
680	0.3832845105
681	0.3831427848
682	0.3829351995
683	0.3828582839
684	0.3827634613
685	0.3825816804
686	0.3824195332
687	0.3822198743
688	0.3819907803
689	0.3818049963
690	0.3816323261
691	0.3814828338
692	0.3812356857
693	0.3811605905
694	0.3809886088
695	0.3809110753
696	0.3806908043
697	0.3805662961
698	0.3804206745
699	0.3802838393
700	0.3801428723
701	0.3799107815
702	0.3796148716
703	0.3794663443
704	0.3792780855
705	0.3789493373
706	0.3786780692
707	0.3784692456
708	0.3781364009
709	0.3780237638
710	0.377834765
711	0.3776816077
712	0.3774760661
713	0.3773856016
714	0.3772398358
715	0.3770006427
716	0.3768102973
717	0.3766560618
718	0.376459619
719	0.3762710327
720	0.3760858503
721	0.3758573211
722	0.3756447775
723	0.3754890544
724	0.3753535635
725	0.3752281169
726	0.3749787866
727	0.3747867855
728	0.3747037618
729	0.3744581056
730	0.374352319
731	0.3741102286
732	0.3739954003
733	0.3738312031
734	0.3736331223
735	0.373428068
736	0.373309861
737	0.3731169062
738	0.3729900174
739	0.3727267343
740	0.3726205528
741	0.3724828094
742	0.3723219553
743	0.3720457317
744	0.3718353584
745	0.3716104204
746	0.3713787831
747	0.3711948511
748	0.3709066684
749	0.3706967065
750	0.3704929473
751	0.3702991167
752	0.3701159141
753	0.3699466238
754	0.3697133401
755	0.3695775136
756	0.3694698096
757	0.3693694644
758	0.3692005914
759	0.3689844552
760	0.3688617501
761	0.3687267911
762	0.3686096452
763	0.3684175824
764	0.3682666328
765	0.3680506947
766	0.3678866442
767	0.3676635337
768	0.3674686436
769	0.3672881822
770	0.3670606416
771	0.3669422427
772	0.3668417076
773	0.3666072581
774	0.3663758749
775	0.366253577
776	0.3661062734
777	0.365807817
778	0.3656407145
779	0.3654056915
780	0.3652500873
781	0.3650963821
782	0.3650043047
783	0.3646734487
784	0.3644561453
785	0.3642483366
786	0.364194897
787	0.3639455122
788	0.3637245412
789	0.3636384273
790	0.3634602386
791	0.3633065356
792	0.3631898732
793	0.363012078
794	0.3628716922
795	0.3628159061
796	0.3626740462
797	0.3625448608
798	0.3624450971
799	0.3622274796
800	0.362052189
801	0.3618900965
802	0.3617358039
803	0.3615892971
804	0.3614169986
805	0.361279445
806	0.3611867687
807	0.3609327214
808	0.3606598911
809	0.3605916581
810	0.36048278
811	0.3602683943
812	0.3600816845
813	0.3599319711
814	0.3597134041
815	0.3595406371
816	0.3594132529
817	0.3592295317
818	0.3590915698
819	0.3589815137
820	0.3588298825
821	0.358567925
822	0.3583364284
823	0.3582142927
824	0.3579517696
825	0.3578077104
826	0.3577023892
827	0.3576064935
828	0.3574565015
829	0.3573393923
830	0.3572020018
831	0.3570824397
832	0.3568704623
833	0.3567230441
834	0.3563828682
835	0.3562578114
836	0.3561455994
837	0.3559453796
838	0.3557817981
839	0.3555571542
840	0.3554541156
841	0.3552164482
842	0.3550032851
843	0.3549037533
844	0.3546549083
845	0.3544663516
846	0.3543444896
847	0.3541604786
848	0.3537864936
849	0.3534948581
850	0.353314946
851	0.3530855799
852	0.3529255356
853	0.3526977562
854	0.3525016405
855	0.3522658311
856	0.3521495787
857	0.3519532198
858	0.3518683011
859	0.3516749128
860	0.3514753119
861	0.3512157779
862	0.3510594727
863	0.3509730655
864	0.3507695984
865	0.350629918
866	0.3504665418
867	0.3502548729
868	0.3501356787
869	0.3500225756
870	0.3497903857
871	0.3496497586
872	0.3495060961
873	0.3493792835
874	0.3492549835
875	0.3491464434
876	0.3490391517
877	0.3488767776
878	0.3487816636
879	0.3486917685
880	0.3485131014
881	0.3482344595
882	0.3481559098
883	0.3479158737
884	0.3477911517
885	0.3476873576
886	0.3475700608
887	0.3474620715
888	0.3472960126
889	0.3471103475
890	0.3469979392
891	0.3469084048
892	0.3468079679
893	0.3466137092
894	0.3464720712
895	0.346319959
896	0.3461637927
897	0.3459941137
898	0.3459180304
899	0.3457807308
900	0.3455988005
901	0.3454204497
902	0.3452868723
903	0.3451223557
904	0.344921733
905	0.3447452003
906	0.3445966488
907	0.3444187725
908	0.3442985429
909	0.3440706719
910	0.3439609188
911	0.3438382001
912	0.3436050456
913	0.3434847569
914	0.3433163218
915	0.3431432791
916	0.3430430871
917	0.3429466792
918	0.3426713499
919	0.3424836593
920	0.3423083274
921	0.3421473724
922	0.3420367748
923	0.3419063422
924	0.3417585196
925	0.3416504197
926	0.3414877395
927	0.341408578
928	0.3412669965
929	0.3411130481
930	0.3409507307
931	0.3408646524
932	0.3406904303
933	0.3405893607
934	0.3404731928
935	0.3403691526
936	0.3402798737
937	0.3401823664
938	0.3400058103
939	0.3398563838
940	0.3397307996
941	0.3395830416
942	0.3394553859
943	0.3393357588
944	0.3392127288
945	0.3389099767
946	0.3387728042
947	0.3386021169
948	0.3383148526
949	0.3382241514
950	0.3380977507
951	0.3379299951
952	0.3377892602
953	0.3375794533
954	0.3374342687
955	0.337316061
956	0.3371761468
957	0.3370396644
958	0.3369393452
959	0.3368397661
960	0.3367473343
961	0.3365836182
962	0.336469548
963	0.3363261242
964	0.3361786644
965	0.3360847942
966	0.3358730764
967	0.3357353811
968	0.3355996524
969	0.3354406673
970	0.3353200082
971	0.3351901672
972	0.335014425
973	0.3348762158
974	0.3347832506
975	0.3346012369
976	0.3343962653
977	0.3342823358
978	0.3341659301
979	0.3339729511
980	0.3337699956
981	0.3336140396
982	0.3334742673
983	0.3332956354
984	0.3331628282
985	0.3330840185
986	0.3329940931
987	0.3326951171
988	0.3325232375
989	0.3324472408
990	0.3322715481
991	0.3321012704
992	0.3319945686
993	0.3317635484
994	0.3316830162
995	0.3314625767
996	0.3313593443
997	0.3312210524
998	0.3310777288
999	0.3310014089
1000	0.3308756504
1001	0.3307810911
1002	0.3307134107
1003	0.3305586115
1004	0.3303567622
1005	0.3301764059
1006	0.3300064521
1007	0.3298779186
1008	0.3297588075
1009	0.3295902918
1010	0.3295741874
1011	0.3294726851
1012	0.3293426032
1013	0.329254374
1014	0.3291421341
1015	0.3289203403
1016	0.3288628281
1017	0.3287529384
1018	0.328625016
1019	0.3284502617
1020	0.3283735639
1021	0.3282202425
1022	0.3280744653
1023	0.3279432789
1024	0.3277251002
1025	0.3276324932
1026	0.327564055
1027	0.3274524594
1028	0.3273576701
1029	0.3272063474
1030	0.3269979695
1031	0.3268994886
1032	0.3267536634
1033	0.3266440839
1034	0.3264673538
1035	0.3263535001
1036	0.3262329529
1037	0.326130804
1038	0.3260462453
1039	0.3259632176
1040	0.3258078387
1041	0.3256267448
1042	0.3254902321
1043	0.3253827049
1044	0.3252852331
1045	0.3250502352
1046	0.3249366676
1047	0.3248794805
1048	0.3247042267
1049	0.3246313776
1050	0.3244761025
1051	0.3243210826
1052	0.3241564678
1053	0.3240185778
1054	0.3238781125
1055	0.3238345302
1056	0.3237903398
1057	0.323663313
1058	0.3235302367
1059	0.3233836586
1060	0.3232929819
1061	0.3230691332
1062	0.3229379359
1063	0.322815593
1064	0.3225940343
1065	0.3225230865
1066	0.3223913651
1067	0.3222820175
1068	0.3221391354
1069	0.3220155931
1070	0.3218524489
1071	0.3217833662
1072	0.3217223164
1073	0.3215586509
1074	0.3214539788
1075	0.3213199732
1076	0.3211572226
1077	0.3210119169
1078	0.3209123733
1079	0.3207595692
1080	0.320650709
1081	0.3205743564
1082	0.3204301086
1083	0.3202451822
1084	0.320177626
1085	0.3200597016
1086	0.3199561242
1087	0.3198724075
1088	0.3196998709
1089	0.3195908235
1090	0.3194872684
1091	0.3193319954
1092	0.3191292093
1093	0.3189945371
1094	0.3187901848
1095	0.3186532898
1096	0.3185846232
1097	0.3183972091
1098	0.3182337208
1099	0.3181327433
1100	0.3180259965
1101	0.3179141507
1102	0.3177944057
1103	0.3176524563
1104	0.3174987705
1105	0.3173650071
1106	0.3172822889
1107	0.3170960764
1108	0.3169219344
1109	0.3167908183
1110	0.3167232731
1111	0.3166601125
1112	0.3165421635
1113	0.3163877341
1114	0.3162377333
1115	0.3160644617
1116	0.3159170609
1117	0.3158085042
1118	0.315669914
1119	0.3154981025
1120	0.3153940824
1121	0.3152850321
1122	0.315163168
1123	0.315098626
1124	0.3149458528
1125	0.3148093286
1126	0.3147840751
1127	0.3146422704
1128	0.3145194917
1129	0.314382569
1130	0.3142653193
1131	0.3142158817
1132	0.3141199518
1133	0.3138927907
1134	0.3136939047
1135	0.3134205519
1136	0.3133180049
1137	0.3132395773
1138	0.31307294
1139	0.3129866817
1140	0.3128837795
1141	0.3126558735
1142	0.3125362109
1143	0.312398682
1144	0.3122658735
1145	0.312194438
1146	0.3120333428
1147	0.3118473788
1148	0.311691101
1149	0.3115914601
1150	0.3114992461
1151	0.3114689546
1152	0.3113007385
1153	0.3111474145
1154	0.3110674117
1155	0.3109657278
1156	0.3109045743
1157	0.3108037211
1158	0.310763489
1159	0.3106409708
1160	0.3105405888
1161	0.3103719503
1162	0.3102092536
1163	0.3101302353
1164	0.3100617105
1165	0.3099653329
1166	0.3098322539
1167	0.3096793113
1168	0.3095990874
1169	0.3094751139
1170	0.3093752004
1171	0.309195403
1172	0.3090789509
1173	0.3090022622
1174	0.3089630217
1175	0.3088064305
1176	0.3086667999
1177	0.3084567268
1178	0.3083903521
1179	0.3083235919
1180	0.3082495441
1181	0.3081405735
1182	0.3080197062
1183	0.3078193519
1184	0.307711103
1185	0.307555155
1186	0.3074079
1187	0.3072863622
1188	0.3071344133
1189	0.307080442
1190	0.3069563897
1191	0.3068050281
1192	0.3066861811
1193	0.3065855506
1194	0.3063160601
1195	0.3061883888
1196	0.3061008617
1197	0.3058770415
1198	0.3057617384
1199	0.3056821592
1200	0.3055536419
1201	0.3053512406
1202	0.3052440708
1203	0.3051085106
1204	0.305027811
1205	0.304923032
1206	0.3048179808
1207	0.3047237243
1208	0.3045920923
1209	0.3044442108
1210	0.3043807515
1211	0.3042742191
1212	0.3041362829
1213	0.3040198652
1214	0.3039139016
1215	0.3038312103
1216	0.3037433845
1217	0.3036181548
1218	0.3035509875
1219	0.303489427
1220	0.3032973893
1221	0.3032149519
1222	0.3030777963
1223	0.3029896964
1224	0.3029075173
1225	0.3027549816
1226	0.302596604
1227	0.3025251159
1228	0.3024330109
1229	0.302276387
1230	0.302182399
1231	0.302077556
1232	0.3019386602
1233	0.301819431
1234	0.3016909136
1235	0.301601549
1236	0.3014791495
1237	0.3013981029
1238	0.3012485628
1239	0.3011732424
1240	0.3011349001
1241	0.3010513025
1242	0.300966206
1243	0.3008475618
1244	0.3007321869
1245	0.3006068293
1246	0.3005153145
1247	0.3004239366
1248	0.3001912349
1249	0.3000694502
1250	0.2999704871
1251	0.2998983277
1252	0.2998027932
1253	0.2997115153
1254	0.2996175584
1255	0.2995209167
1256	0.2994076522
1257	0.2992908512
1258	0.2991257796
1259	0.2989827783
1260	0.2988593078
1261	0.2987671953
1262	0.2986260056
1263	0.2984528947
1264	0.298319754
1265	0.2982269244
1266	0.2981324208
1267	0.2980298325
1268	0.297925337
1269	0.2978542266
1270	0.2977903713
1271	0.2976748128
1272	0.2974352186
1273	0.2972600466
1274	0.2971730612
1275	0.2970673211
1276	0.2969641264
1277	0.2968089149
1278	0.296717484
1279	0.2966220844
1280	0.2964380325
1281	0.2962778959
1282	0.2961849216
1283	0.2960681848
1284	0.2960043899
1285	0.2959268877
1286	0.2958045629
1287	0.2957268787
1288	0.2956882485
1289	0.2956085158
1290	0.2955348355
1291	0.2954202084
1292	0.2953343406
1293	0.2951998405
1294	0.2951278263
1295	0.2950316617
1296	0.2948727434
1297	0.2948103682
1298	0.2946577924
1299	0.2945363782
1300	0.2944010786
1301	0.2943204827
1302	0.2941662398
1303	0.2941478452
1304	0.2940085964
1305	0.293927589
1306	0.2938698698
1307	0.2937706269
1308	0.2936934258
1309	0.2936403501
1310	0.293536956
1311	0.293308665
1312	0.2931836911
1313	0.2930561814
1314	0.2928955823
1315	0.2928257536
1316	0.2925981882
1317	0.2924931092
1318	0.2923712224
1319	0.2922665693
1320	0.292088156
1321	0.2919728944
1322	0.2918425218
1323	0.2916887682
1324	0.2915166621
1325	0.2913474938
1326	0.291216554
1327	0.2911216092
1328	0.2910271561
1329	0.2908840712
1330	0.2908121475
1331	0.2907406955
1332	0.2906861785
1333	0.2906081856
1334	0.2905042229
1335	0.2904372556
1336	0.2903505113
1337	0.2903134117
1338	0.2901817778
1339	0.2900996611
1340	0.2900241786
1341	0.2898390339
1342	0.2897291712
1343	0.2895548746
1344	0.2893861276
1345	0.2893306559
1346	0.2892177215
1347	0.2890826969
1348	0.2889740366
1349	0.2889503966
1350	0.2888508417
1351	0.2886970957
1352	0.2884812853
1353	0.2883648758
1354	0.2882452356
1355	0.2881267566
1356	0.2880601367
1357	0.2879425263
1358	0.2878370929
1359	0.2877391114
1360	0.287648907
1361	0.2876089111
1362	0.2875191769
1363	0.2874145378
1364	0.2872393183
1365	0.2871408117
1366	0.2870768207
1367	0.2868888578
1368	0.2867964861
1369	0.2866978578
1370	0.2865756415
1371	0.2864844875
1372	0.2864312996
1373	0.2862936948
1374	0.2862144267
1375	0.286139864
1376	0.286016266
1377	0.2859355065
1378	0.2857722545
1379	0.2856715414
1380	0.2856035088
1381	0.2855131742
1382	0.2854235483
1383	0.285320022
1384	0.2852316472
1385	0.2850933306
1386	0.2849482709
1387	0.2847744378
1388	0.2846723874
1389	0.2845543678
1390	0.2844801703
1391	0.284394399
1392	0.2842957205
1393	0.2841620513
1394	0.284044093
1395	0.2839427163
1396	0.2838591639
1397	0.2837191858
1398	0.2835798398
1399	0.2835041406
1400	0.283363631
1401	0.2832566383
1402	0.2831594659
1403	0.2830773453
1404	0.2829391574
1405	0.2828970348
1406	0.282789582
1407	0.282689046
1408	0.2825648428
1409	0.2823580475
1410	0.2822626254
1411	0.2821712113
1412	0.2820249462
1413	0.2818759424
1414	0.2817156297
1415	0.2816652468
1416	0.2815477046
1417	0.2814273644
1418	0.2813670462
1419	0.2812405915
1420	0.2811821868
1421	0.2810660196
1422	0.2809463986
1423	0.280874162
1424	0.2807648768
1425	0.2806936964
1426	0.2805782125
1427	0.2805054205
1428	0.2803424201
1429	0.2802257187
1430	0.2800738104
1431	0.2800222033
1432	0.2799561343
1433	0.2798709076
1434	0.2797858089
1435	0.2796918528
1436	0.2795749274
1437	0.2795096776
1438	0.2794176644
1439	0.2793229478
1440	0.279252704
1441	0.2791206802
1442	0.2789974341
1443	0.278942995
1444	0.278850829
1445	0.2787948676
1446	0.2786301712
1447	0.2785178004
1448	0.2784331602
1449	0.278353518
1450	0.2782145201
1451	0.2781237533
1452	0.2780063002
1453	0.2778988929
1454	0.2778026132
1455	0.2777027719
1456	0.2775961756
1457	0.2774918207
1458	0.2774285734
1459	0.2773084042
1460	0.277197046
1461	0.2770976294
1462	0.2770239213
1463	0.2769776552
1464	0.2768716184
1465	0.2768060631
1466	0.2767301001
1467	0.2765342708
1468	0.2764241206
1469	0.2763392037
1470	0.2762697259
1471	0.276170438
1472	0.2760556365
1473	0.2759717324
1474	0.2758241414
1475	0.2757354354
1476	0.2756688106
1477	0.2755907875
1478	0.2754859197
1479	0.2754377232
1480	0.275379676
1481	0.2753398244
1482	0.2752416237
1483	0.2751116528
1484	0.2749857138
1485	0.2748774743
1486	0.2747964388
1487	0.2747072492
1488	0.2746175795
1489	0.2745053285
1490	0.2744233964
1491	0.2742650346
1492	0.2741290069
1493	0.2740271454
1494	0.2739263318
1495	0.273783128
1496	0.2736796825
1497	0.2735723906
1498	0.2734833601
1499	0.2733720138
1500	0.2733419946
1501	0.2732472734
1502	0.2731005029
1503	0.2730011465
1504	0.2728454888
1505	0.2727669719
1506	0.2726749864
1507	0.2726013364
1508	0.2724707974
1509	0.2724101287
1510	0.2722136023
1511	0.272095813
1512	0.2720185029
1513	0.2719916961
